date,participant,trial,block,trialID,isPrac,isStationary,nTarg,targOnset,targRT,targCor,targContrast,targContrastPosIdx,qStaircase,intActualE,degActualE,FA_rt,,
2022-06-30,MDcalibtest,0,0,0,1,1,8,0.3588606,0,0,0.46,4,0,1,85.48747,
