date,participant,trial,isStationary,t,trackedObject,axis,position,clickstate,targState,
2022-07-06,MD,0,1,0,target,x,-1,0,0
2022-07-06,MD,0,1,0,target,y,1.84447,0,0
2022-07-06,MD,0,1,0,target,z,0,0,0
2022-07-06,MD,0,1,0,head,x,-3.038358,0,0
2022-07-06,MD,0,1,0,head,y,1.880503,0,0
2022-07-06,MD,0,1,0,head,z,0.6575729,0,0
2022-07-06,MD,0,1,0.0118553,target,x,-1,0,0
2022-07-06,MD,0,1,0.0118553,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0118553,target,z,0,0,0
2022-07-06,MD,0,1,0.0118553,head,x,-3.036007,0,0
2022-07-06,MD,0,1,0.0118553,head,y,1.880554,0,0
2022-07-06,MD,0,1,0.0118553,head,z,0.6614431,0,0
2022-07-06,MD,0,1,0.0266464,target,x,-1,0,0
2022-07-06,MD,0,1,0.0266464,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0266464,target,z,0,0,0
2022-07-06,MD,0,1,0.0266464,head,x,-3.033797,0,0
2022-07-06,MD,0,1,0.0266464,head,y,1.880492,0,0
2022-07-06,MD,0,1,0.0266464,head,z,0.6652747,0,0
2022-07-06,MD,0,1,0.0343852,target,x,-1,0,0
2022-07-06,MD,0,1,0.0343852,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0343852,target,z,0,0,0
2022-07-06,MD,0,1,0.0343852,head,x,-3.031489,0,0
2022-07-06,MD,0,1,0.0343852,head,y,1.88031,0,0
2022-07-06,MD,0,1,0.0343852,head,z,0.6691645,0,0
2022-07-06,MD,0,1,0.0449001,target,x,-1,0,0
2022-07-06,MD,0,1,0.0449001,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0449001,target,z,0,0,0
2022-07-06,MD,0,1,0.0449001,head,x,-3.029416,0,0
2022-07-06,MD,0,1,0.0449001,head,y,1.879869,0,0
2022-07-06,MD,0,1,0.0449001,head,z,0.6728469,0,0
2022-07-06,MD,0,1,0.0554018,target,x,-1,0,0
2022-07-06,MD,0,1,0.0554018,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0554018,target,z,0,0,0
2022-07-06,MD,0,1,0.0554018,head,x,-3.027364,0,0
2022-07-06,MD,0,1,0.0554018,head,y,1.879483,0,0
2022-07-06,MD,0,1,0.0554018,head,z,0.6765219,0,0
2022-07-06,MD,0,1,0.067113,target,x,-1,0,0
2022-07-06,MD,0,1,0.067113,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.067113,target,z,0,0,0
2022-07-06,MD,0,1,0.067113,head,x,-3.025423,0,0
2022-07-06,MD,0,1,0.067113,head,y,1.879042,0,0
2022-07-06,MD,0,1,0.067113,head,z,0.6799988,0,0
2022-07-06,MD,0,1,0.0780714,target,x,-1,0,0
2022-07-06,MD,0,1,0.0780714,target,y,1.84447,0,0
2022-07-06,MD,0,1,0.0780714,target,z,0,0,0
2022-07-06,MD,0,1,0.0780714,head,x,-3.02355,0,0
